n,seed,base_bsafe,edge_idx,perturb,new_bsafe,shift
10,0,29,0,+1,29,0
10,0,29,0,-1,28,-1
10,0,29,1,+1,19,-10
10,0,29,1,-1,29,0
10,0,29,2,+1,29,0
10,0,29,2,-1,29,0
10,0,29,3,+1,29,0
10,0,29,3,-1,29,0
10,0,29,4,+1,29,0
10,0,29,4,-1,29,0
10,0,29,5,+1,29,0
10,0,29,5,-1,29,0
10,0,29,6,+1,29,0
10,0,29,6,-1,29,0
10,0,29,7,+1,29,0
10,0,29,7,-1,29,0
10,0,29,8,+1,29,0
10,0,29,8,-1,29,0
10,0,29,9,+1,29,0
10,0,29,9,-1,29,0
10,0,29,10,+1,29,0
10,0,29,10,-1,29,0
10,0,29,11,+1,29,0
10,0,29,11,-1,29,0
10,0,29,12,+1,29,0
10,0,29,12,-1,29,0
10,0,29,13,+1,29,0
10,0,29,13,-1,29,0
10,0,29,14,+1,29,0
10,0,29,14,-1,29,0
10,0,29,15,+1,19,-10
10,0,29,15,-1,29,0
10,0,29,16,+1,29,0
10,0,29,16,-1,29,0
10,0,29,17,+1,29,0
10,0,29,17,-1,28,-1
10,0,29,18,+1,29,0
10,0,29,18,-1,29,0
10,0,29,19,+1,29,0
10,0,29,19,-1,29,0
10,0,29,20,+1,29,0
10,0,29,20,-1,29,0
10,0,29,21,+1,29,0
10,0,29,21,-1,29,0
10,0,29,22,+1,29,0
10,0,29,22,-1,29,0
10,0,29,23,+1,29,0
10,0,29,23,-1,29,0
10,0,29,24,+1,29,0
10,0,29,24,-1,29,0
10,0,29,25,+1,29,0
10,0,29,25,-1,29,0
10,0,29,26,+1,29,0
10,0,29,26,-1,29,0
10,0,29,27,+1,29,0
10,0,29,27,-1,29,0
10,0,29,28,+1,29,0
10,0,29,28,-1,29,0
10,0,29,29,+1,29,0
10,0,29,29,-1,29,0
10,0,29,30,+1,29,0
10,0,29,30,-1,29,0
10,0,29,31,+1,29,0
10,0,29,31,-1,29,0
10,0,29,32,+1,29,0
10,0,29,32,-1,29,0
10,0,29,33,+1,29,0
10,0,29,33,-1,29,0
10,0,29,34,+1,29,0
10,0,29,34,-1,29,0
10,0,29,35,+1,29,0
10,0,29,35,-1,29,0
10,0,29,36,+1,29,0
10,0,29,36,-1,29,0
10,0,29,37,+1,29,0
10,0,29,37,-1,29,0
10,0,29,38,+1,29,0
10,0,29,38,-1,29,0
10,0,29,39,+1,29,0
10,0,29,39,-1,29,0
10,1,26,0,+1,26,0
10,1,26,0,-1,26,0
10,1,26,1,+1,26,0
10,1,26,1,-1,26,0
10,1,26,2,+1,27,1
10,1,26,2,-1,26,0
10,1,26,3,+1,26,0
10,1,26,3,-1,26,0
10,1,26,4,+1,26,0
10,1,26,4,-1,26,0
10,1,26,5,+1,26,0
10,1,26,5,-1,26,0
10,1,26,6,+1,26,0
10,1,26,6,-1,26,0
10,1,26,7,+1,26,0
10,1,26,7,-1,26,0
10,1,26,8,+1,26,0
10,1,26,8,-1,26,0
10,1,26,9,+1,26,0
10,1,26,9,-1,26,0
10,1,26,10,+1,26,0
10,1,26,10,-1,26,0
10,1,26,11,+1,26,0
10,1,26,11,-1,26,0
10,1,26,12,+1,26,0
10,1,26,12,-1,26,0
10,1,26,13,+1,26,0
10,1,26,13,-1,26,0
10,1,26,14,+1,26,0
10,1,26,14,-1,26,0
10,1,26,15,+1,26,0
10,1,26,15,-1,26,0
10,1,26,16,+1,26,0
10,1,26,16,-1,26,0
10,1,26,17,+1,26,0
10,1,26,17,-1,26,0
10,1,26,18,+1,26,0
10,1,26,18,-1,26,0
10,1,26,19,+1,26,0
10,1,26,19,-1,26,0
10,1,26,20,+1,26,0
10,1,26,20,-1,26,0
10,1,26,21,+1,26,0
10,1,26,21,-1,26,0
10,1,26,22,+1,26,0
10,1,26,22,-1,26,0
10,1,26,23,+1,26,0
10,1,26,23,-1,26,0
10,1,26,24,+1,26,0
10,1,26,24,-1,26,0
10,1,26,25,+1,26,0
10,1,26,25,-1,26,0
10,1,26,26,+1,26,0
10,1,26,26,-1,26,0
10,1,26,27,+1,26,0
10,1,26,27,-1,26,0
10,1,26,28,+1,26,0
10,1,26,28,-1,26,0
10,1,26,29,+1,26,0
10,1,26,29,-1,26,0
10,1,26,30,+1,26,0
10,1,26,30,-1,26,0
10,1,26,31,+1,26,0
10,1,26,31,-1,26,0
10,1,26,32,+1,26,0
10,1,26,32,-1,26,0
10,1,26,33,+1,26,0
10,1,26,33,-1,26,0
10,1,26,34,+1,26,0
10,1,26,34,-1,26,0
10,1,26,35,+1,26,0
10,1,26,35,-1,26,0
10,1,26,36,+1,26,0
10,1,26,36,-1,26,0
10,1,26,37,+1,26,0
10,1,26,37,-1,26,0
10,2,30,0,+1,30,0
10,2,30,0,-1,30,0
10,2,30,1,+1,30,0
10,2,30,1,-1,30,0
10,2,30,2,+1,30,0
10,2,30,2,-1,30,0
10,2,30,3,+1,30,0
10,2,30,3,-1,29,-1
10,2,30,4,+1,30,0
10,2,30,4,-1,30,0
10,2,30,5,+1,30,0
10,2,30,5,-1,30,0
10,2,30,6,+1,30,0
10,2,30,6,-1,30,0
10,2,30,7,+1,30,0
10,2,30,7,-1,30,0
10,2,30,8,+1,30,0
10,2,30,8,-1,30,0
10,2,30,9,+1,30,0
10,2,30,9,-1,30,0
10,2,30,10,+1,30,0
10,2,30,10,-1,30,0
10,2,30,11,+1,30,0
10,2,30,11,-1,30,0
10,2,30,12,+1,30,0
10,2,30,12,-1,30,0
10,2,30,13,+1,30,0
10,2,30,13,-1,30,0
10,2,30,14,+1,30,0
10,2,30,14,-1,30,0
10,2,30,15,+1,30,0
10,2,30,15,-1,30,0
10,2,30,16,+1,30,0
10,2,30,16,-1,30,0
10,2,30,17,+1,30,0
10,2,30,17,-1,30,0
10,2,30,18,+1,30,0
10,2,30,18,-1,30,0
10,2,30,19,+1,30,0
10,2,30,19,-1,30,0
10,2,30,20,+1,30,0
10,2,30,20,-1,30,0
10,2,30,21,+1,30,0
10,2,30,21,-1,30,0
10,2,30,22,+1,30,0
10,2,30,22,-1,30,0
10,2,30,23,+1,30,0
10,2,30,23,-1,30,0
10,2,30,24,+1,30,0
10,2,30,24,-1,30,0
10,2,30,25,+1,30,0
10,2,30,25,-1,30,0
10,2,30,26,+1,30,0
10,2,30,26,-1,30,0
10,2,30,27,+1,30,0
10,2,30,27,-1,30,0
10,2,30,28,+1,30,0
10,2,30,28,-1,30,0
10,2,30,29,+1,30,0
10,2,30,29,-1,30,0
10,2,30,30,+1,30,0
10,2,30,30,-1,30,0
10,2,30,31,+1,30,0
10,2,30,31,-1,30,0
10,2,30,33,+1,30,0
10,2,30,33,-1,30,0
10,2,30,34,+1,30,0
10,2,30,34,-1,30,0
10,2,30,36,+1,30,0
10,2,30,36,-1,30,0
10,2,30,37,+1,30,0
10,2,30,37,-1,30,0
10,3,52,0,+1,52,0
10,3,52,0,-1,52,0
10,3,52,1,+1,52,0
10,3,52,1,-1,51,-1
10,3,52,2,+1,52,0
10,3,52,2,-1,52,0
10,3,52,3,+1,52,0
10,3,52,3,-1,52,0
10,3,52,4,+1,52,0
10,3,52,4,-1,52,0
10,3,52,5,+1,52,0
10,3,52,5,-1,51,-1
10,3,52,6,+1,52,0
10,3,52,6,-1,52,0
10,3,52,7,+1,52,0
10,3,52,7,-1,52,0
10,3,52,8,+1,52,0
10,3,52,8,-1,52,0
10,3,52,9,+1,52,0
10,3,52,9,-1,51,-1
10,3,52,10,+1,52,0
10,3,52,10,-1,52,0
10,3,52,11,+1,52,0
10,3,52,11,-1,52,0
10,3,52,12,+1,52,0
10,3,52,12,-1,52,0
10,3,52,13,+1,52,0
10,3,52,13,-1,52,0
10,3,52,14,+1,52,0
10,3,52,14,-1,52,0
10,3,52,15,+1,52,0
10,3,52,15,-1,52,0
10,3,52,16,+1,52,0
10,3,52,16,-1,52,0
10,3,52,17,+1,52,0
10,3,52,17,-1,52,0
10,3,52,18,+1,52,0
10,3,52,18,-1,52,0
10,3,52,20,+1,52,0
10,3,52,20,-1,52,0
10,3,52,21,+1,52,0
10,3,52,21,-1,52,0
10,3,52,22,+1,52,0
10,3,52,22,-1,52,0
10,3,52,23,+1,52,0
10,3,52,23,-1,52,0
10,3,52,24,+1,52,0
10,3,52,24,-1,52,0
10,3,52,25,+1,52,0
10,3,52,25,-1,52,0
10,3,52,26,+1,52,0
10,3,52,26,-1,52,0
10,3,52,27,+1,52,0
10,3,52,27,-1,52,0
10,3,52,28,+1,52,0
10,3,52,28,-1,52,0
10,3,52,29,+1,52,0
10,3,52,29,-1,52,0
10,3,52,30,+1,52,0
10,3,52,30,-1,52,0
10,3,52,31,+1,52,0
10,3,52,31,-1,52,0
10,3,52,32,+1,52,0
10,3,52,32,-1,52,0
10,3,52,33,+1,52,0
10,3,52,33,-1,52,0
10,3,52,34,+1,52,0
10,3,52,34,-1,52,0
10,3,52,35,+1,52,0
10,3,52,35,-1,52,0
10,3,52,36,+1,52,0
10,3,52,36,-1,52,0
10,3,52,37,+1,52,0
10,3,52,37,-1,52,0
10,4,121,0,+1,121,0
10,4,121,0,-1,121,0
10,4,121,1,+1,121,0
10,4,121,1,-1,121,0
10,4,121,2,+1,121,0
10,4,121,2,-1,121,0
10,4,121,3,+1,122,1
10,4,121,3,-1,120,-1
10,4,121,4,+1,121,0
10,4,121,4,-1,121,0
10,4,121,5,+1,121,0
10,4,121,5,-1,121,0
10,4,121,6,+1,121,0
10,4,121,6,-1,121,0
10,4,121,7,+1,121,0
10,4,121,7,-1,121,0
10,4,121,8,+1,121,0
10,4,121,8,-1,121,0
10,4,121,9,+1,121,0
10,4,121,9,-1,121,0
10,4,121,10,+1,121,0
10,4,121,10,-1,121,0
10,4,121,11,+1,121,0
10,4,121,11,-1,121,0
10,4,121,12,+1,121,0
10,4,121,12,-1,121,0
10,4,121,13,+1,122,1
10,4,121,13,-1,120,-1
10,4,121,14,+1,121,0
10,4,121,14,-1,121,0
10,4,121,15,+1,121,0
10,4,121,15,-1,121,0
10,4,121,16,+1,121,0
10,4,121,16,-1,121,0
10,4,121,17,+1,121,0
10,4,121,17,-1,121,0
10,4,121,18,+1,121,0
10,4,121,18,-1,121,0
10,4,121,19,+1,121,0
10,4,121,19,-1,121,0
10,4,121,20,+1,121,0
10,4,121,20,-1,121,0
10,4,121,21,+1,121,0
10,4,121,21,-1,121,0
10,4,121,22,+1,121,0
10,4,121,22,-1,121,0
10,4,121,23,+1,121,0
10,4,121,23,-1,121,0
10,4,121,24,+1,121,0
10,4,121,24,-1,121,0
10,4,121,25,+1,121,0
10,4,121,25,-1,121,0
10,4,121,26,+1,121,0
10,4,121,26,-1,121,0
10,4,121,27,+1,121,0
10,4,121,27,-1,121,0
10,4,121,28,+1,121,0
10,4,121,28,-1,121,0
10,4,121,29,+1,121,0
10,4,121,29,-1,121,0
10,4,121,30,+1,121,0
10,4,121,30,-1,121,0
10,4,121,31,+1,121,0
10,4,121,31,-1,121,0
10,4,121,32,+1,121,0
10,4,121,32,-1,121,0
10,4,121,33,+1,121,0
10,4,121,33,-1,121,0
10,4,121,34,+1,121,0
10,4,121,34,-1,121,0
10,4,121,35,+1,121,0
10,4,121,35,-1,121,0
10,4,121,36,+1,121,0
10,4,121,36,-1,121,0
10,4,121,37,+1,121,0
10,4,121,37,-1,121,0
10,5,31,0,+1,31,0
10,5,31,0,-1,31,0
10,5,31,1,+1,31,0
10,5,31,1,-1,31,0
10,5,31,2,+1,31,0
10,5,31,2,-1,31,0
10,5,31,3,+1,32,1
10,5,31,3,-1,30,-1
10,5,31,4,+1,31,0
10,5,31,4,-1,31,0
10,5,31,5,+1,31,0
10,5,31,5,-1,31,0
10,5,31,6,+1,31,0
10,5,31,6,-1,31,0
10,5,31,7,+1,31,0
10,5,31,7,-1,31,0
10,5,31,8,+1,31,0
10,5,31,8,-1,31,0
10,5,31,9,+1,31,0
10,5,31,9,-1,31,0
10,5,31,10,+1,31,0
10,5,31,10,-1,31,0
10,5,31,11,+1,31,0
10,5,31,11,-1,31,0
10,5,31,12,+1,31,0
10,5,31,12,-1,31,0
10,5,31,13,+1,31,0
10,5,31,13,-1,31,0
10,5,31,14,+1,31,0
10,5,31,14,-1,31,0
10,5,31,15,+1,31,0
10,5,31,15,-1,31,0
10,5,31,16,+1,31,0
10,5,31,16,-1,31,0
10,5,31,17,+1,31,0
10,5,31,17,-1,31,0
10,5,31,18,+1,31,0
10,5,31,18,-1,31,0
10,5,31,19,+1,31,0
10,5,31,19,-1,31,0
10,5,31,20,+1,31,0
10,5,31,20,-1,31,0
10,5,31,21,+1,31,0
10,5,31,21,-1,31,0
10,5,31,22,+1,31,0
10,5,31,22,-1,31,0
10,5,31,23,+1,31,0
10,5,31,23,-1,31,0
10,5,31,24,+1,31,0
10,5,31,24,-1,31,0
10,5,31,25,+1,31,0
10,5,31,25,-1,31,0
10,5,31,26,+1,31,0
10,5,31,26,-1,31,0
10,5,31,27,+1,31,0
10,5,31,27,-1,31,0
10,5,31,28,+1,31,0
10,5,31,28,-1,31,0
10,5,31,29,+1,31,0
10,5,31,29,-1,31,0
10,5,31,30,+1,31,0
10,5,31,30,-1,31,0
10,5,31,31,+1,31,0
10,5,31,31,-1,31,0
10,5,31,32,+1,31,0
10,5,31,32,-1,31,0
10,5,31,33,+1,31,0
10,5,31,33,-1,31,0
10,5,31,34,+1,31,0
10,5,31,34,-1,31,0
10,5,31,35,+1,31,0
10,5,31,35,-1,31,0
10,5,31,36,+1,31,0
10,5,31,36,-1,31,0
10,5,31,37,+1,31,0
10,5,31,37,-1,31,0
10,5,31,38,+1,31,0
10,5,31,38,-1,31,0
10,6,300,0,+1,300,0
10,6,300,0,-1,300,0
10,6,300,1,+1,300,0
10,6,300,1,-1,300,0
10,6,300,2,+1,300,0
10,6,300,2,-1,300,0
10,6,300,4,+1,300,0
10,6,300,4,-1,300,0
10,6,300,5,+1,300,0
10,6,300,5,-1,300,0
10,6,300,6,+1,300,0
10,6,300,6,-1,300,0
10,6,300,7,+1,300,0
10,6,300,7,-1,300,0
10,6,300,8,+1,300,0
10,6,300,8,-1,300,0
10,6,300,9,+1,300,0
10,6,300,9,-1,300,0
10,6,300,10,+1,300,0
10,6,300,10,-1,300,0
10,6,300,11,+1,300,0
10,6,300,11,-1,300,0
10,6,300,12,+1,300,0
10,6,300,12,-1,300,0
10,6,300,13,+1,300,0
10,6,300,13,-1,300,0
10,6,300,14,+1,300,0
10,6,300,14,-1,300,0
10,6,300,15,+1,300,0
10,6,300,15,-1,300,0
10,6,300,16,+1,300,0
10,6,300,16,-1,300,0
10,6,300,17,+1,300,0
10,6,300,17,-1,300,0
10,6,300,18,+1,300,0
10,6,300,18,-1,300,0
10,6,300,19,+1,300,0
10,6,300,19,-1,300,0
10,6,300,20,+1,300,0
10,6,300,20,-1,300,0
10,6,300,21,+1,300,0
10,6,300,21,-1,300,0
10,6,300,22,+1,300,0
10,6,300,22,-1,300,0
10,6,300,23,+1,300,0
10,6,300,23,-1,300,0
10,6,300,24,+1,300,0
10,6,300,24,-1,300,0
10,6,300,25,+1,300,0
10,6,300,25,-1,300,0
10,6,300,26,+1,300,0
10,6,300,26,-1,300,0
10,6,300,27,+1,300,0
10,6,300,27,-1,300,0
10,6,300,28,+1,300,0
10,6,300,28,-1,300,0
10,6,300,29,+1,300,0
10,6,300,29,-1,300,0
10,6,300,30,+1,300,0
10,6,300,30,-1,300,0
10,6,300,31,+1,300,0
10,6,300,31,-1,300,0
10,6,300,32,+1,300,0
10,6,300,32,-1,300,0
10,6,300,33,+1,300,0
10,6,300,33,-1,300,0
10,6,300,34,+1,300,0
10,6,300,34,-1,300,0
10,6,300,35,+1,300,0
10,6,300,35,-1,300,0
10,6,300,36,+1,300,0
10,6,300,36,-1,300,0
10,6,300,37,+1,300,0
10,6,300,37,-1,300,0
10,6,300,38,+1,300,0
10,6,300,38,-1,300,0
10,6,300,39,+1,300,0
10,6,300,39,-1,300,0
10,7,68,0,+1,68,0
10,7,68,0,-1,68,0
10,7,68,1,+1,69,1
10,7,68,1,-1,68,0
10,7,68,2,+1,68,0
10,7,68,2,-1,68,0
10,7,68,3,+1,68,0
10,7,68,3,-1,68,0
10,7,68,4,+1,68,0
10,7,68,4,-1,68,0
10,7,68,5,+1,68,0
10,7,68,5,-1,68,0
10,7,68,6,+1,68,0
10,7,68,6,-1,68,0
10,7,68,7,+1,68,0
10,7,68,7,-1,68,0
10,7,68,8,+1,68,0
10,7,68,8,-1,68,0
10,7,68,9,+1,68,0
10,7,68,9,-1,68,0
10,7,68,10,+1,68,0
10,7,68,10,-1,68,0
10,7,68,11,+1,68,0
10,7,68,11,-1,68,0
10,7,68,12,+1,68,0
10,7,68,12,-1,68,0
10,7,68,13,+1,68,0
10,7,68,13,-1,68,0
10,7,68,14,+1,68,0
10,7,68,14,-1,68,0
10,7,68,15,+1,68,0
10,7,68,15,-1,68,0
10,7,68,16,+1,68,0
10,7,68,16,-1,68,0
10,7,68,17,+1,69,1
10,7,68,17,-1,68,0
10,7,68,18,+1,68,0
10,7,68,18,-1,68,0
10,7,68,19,+1,68,0
10,7,68,19,-1,68,0
10,7,68,20,+1,68,0
10,7,68,20,-1,68,0
10,7,68,21,+1,68,0
10,7,68,21,-1,68,0
10,7,68,22,+1,68,0
10,7,68,22,-1,68,0
10,7,68,23,+1,68,0
10,7,68,23,-1,68,0
10,7,68,24,+1,68,0
10,7,68,24,-1,68,0
10,7,68,25,+1,68,0
10,7,68,25,-1,68,0
10,7,68,26,+1,69,1
10,7,68,26,-1,68,0
10,7,68,27,+1,68,0
10,7,68,27,-1,68,0
10,7,68,28,+1,68,0
10,7,68,28,-1,68,0
10,7,68,29,+1,68,0
10,7,68,29,-1,68,0
10,7,68,30,+1,68,0
10,7,68,30,-1,68,0
10,7,68,31,+1,68,0
10,7,68,31,-1,68,0
10,7,68,32,+1,68,0
10,7,68,32,-1,68,0
10,7,68,33,+1,68,0
10,7,68,33,-1,68,0
10,7,68,34,+1,68,0
10,7,68,34,-1,68,0
10,7,68,35,+1,68,0
10,7,68,35,-1,68,0
10,7,68,36,+1,68,0
10,7,68,36,-1,68,0
10,7,68,37,+1,68,0
10,7,68,37,-1,68,0
10,7,68,38,+1,68,0
10,7,68,38,-1,68,0
10,7,68,39,+1,68,0
10,7,68,39,-1,68,0
10,8,38,0,+1,38,0
10,8,38,0,-1,37,-1
10,8,38,1,+1,38,0
10,8,38,1,-1,38,0
10,8,38,2,+1,38,0
10,8,38,2,-1,38,0
10,8,38,3,+1,38,0
10,8,38,3,-1,38,0
10,8,38,4,+1,38,0
10,8,38,4,-1,37,-1
10,8,38,5,+1,38,0
10,8,38,5,-1,38,0
10,8,38,6,+1,38,0
10,8,38,6,-1,38,0
10,8,38,7,+1,38,0
10,8,38,7,-1,38,0
10,8,38,8,+1,38,0
10,8,38,8,-1,38,0
10,8,38,9,+1,38,0
10,8,38,9,-1,38,0
10,8,38,10,+1,38,0
10,8,38,10,-1,38,0
10,8,38,11,+1,38,0
10,8,38,11,-1,38,0
10,8,38,12,+1,38,0
10,8,38,12,-1,38,0
10,8,38,13,+1,38,0
10,8,38,13,-1,38,0
10,8,38,14,+1,38,0
10,8,38,14,-1,38,0
10,8,38,15,+1,38,0
10,8,38,15,-1,38,0
10,8,38,16,+1,38,0
10,8,38,16,-1,38,0
10,8,38,17,+1,38,0
10,8,38,17,-1,38,0
10,8,38,18,+1,38,0
10,8,38,18,-1,38,0
10,8,38,19,+1,38,0
10,8,38,19,-1,38,0
10,8,38,20,+1,38,0
10,8,38,20,-1,38,0
10,8,38,21,+1,38,0
10,8,38,21,-1,37,-1
10,8,38,22,+1,38,0
10,8,38,22,-1,38,0
10,8,38,23,+1,38,0
10,8,38,23,-1,38,0
10,8,38,24,+1,38,0
10,8,38,24,-1,38,0
10,8,38,25,+1,38,0
10,8,38,25,-1,38,0
10,8,38,26,+1,38,0
10,8,38,26,-1,37,-1
10,8,38,27,+1,38,0
10,8,38,27,-1,37,-1
10,8,38,28,+1,38,0
10,8,38,28,-1,38,0
10,8,38,29,+1,38,0
10,8,38,29,-1,38,0
10,8,38,30,+1,38,0
10,8,38,30,-1,38,0
